#Scan#,inchi_combined,inchi_key,inchi_key1,ClassyFy Status,Kingdom,Superclass,Class,Subclass,Parent Level 1,Parent Level 2,Parent Level 3,Parent Level 4,Parent Level 5
1487,"InChI=1S/C16H33NO3/c1-2-3-4-5-6-7-8-9-10-11-16(20)17(12-14-18)13-15-19/h18-19H,2-15H2,1H3",AOMUHOFOVNGZAN-UHFFFAOYSA-N,AOMUHOFOVNGZAN-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,NA,NA,NA,NA
1494,"InChI=1S/C20H21NO/c1-21(2,22)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-14H,7,15H2,1-2H3",CWVULMRJHWMZLY-UHFFFAOYSA-N,CWVULMRJHWMZLY-UHFFFAOYSA-N,Completed,Organic compounds,Benzenoids,Dibenzocycloheptenes,NA,Dibenzocycloheptenes,NA,NA,NA,NA
1496,"InChI=1S/C20H28O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,13,15-18,22H,4-12H2,2H3/t13-,15-,16+,17+,18-,19-,20-/m0/s1",OMGILQMNIZWNOK-XDQPPUBWSA-N,OMGILQMNIZWNOK-XDQPPUBWSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Estrogens and derivatives,NA,NA,NA,NA
1503,"InChI=1S/C3H7O7P/c4-1-2(3(5)6)10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)/t2-/m1/s1",GXIURPTVHJPJLF-UWTATZPHSA-N,GXIURPTVHJPJLF-UWTATZPHSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,NA,NA,NA,NA
1509,"InChI=1S/C11H13N5O3/c12-10-7-11(14-3-13-10)16(4-15-7)6-1-5(2-17)8(18)9(6)19/h1,3-4,6,8-9,17-19H,2H2,(H2,12,13,14)/t6-,8-,9+/m1/s1",XUGWUUDOWNZAGW-VDAHYXPESA-N,XUGWUUDOWNZAGW-VDAHYXPESA-N,Completed,Organic compounds,"Nucleosides, nucleotides, and analogues",Nucleoside and nucleotide analogues,Cyclopentyl nucleosides,"1,3-substituted cyclopentyl nucleosides","1,3-substituted cyclopentyl purine nucleosides",NA,NA,NA
1524,"InChI=1S/C12H20O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h7,9H,1-6,8,10H2,(H,13,14)(H,15,16)/b9-7+",MAZWDMBCPDUFDJ-VQHVLOKHSA-N,MAZWDMBCPDUFDJ-VQHVLOKHSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,NA,NA,NA,NA
1532,"InChI=1S/C18H34O4/c1-3-5-15-21-17(19)13-11-9-7-8-10-12-14-18(20)22-16-6-4-2/h3-16H2,1-2H3",PYGXAGIECVVIOZ-UHFFFAOYSA-N,PYGXAGIECVVIOZ-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,NA,NA,NA,NA
1560,"InChI=1S/C16H33NO3/c1-2-3-4-5-6-7-8-9-10-11-16(20)17(12-14-18)13-15-19/h18-19H,2-15H2,1H3",AOMUHOFOVNGZAN-UHFFFAOYSA-N,AOMUHOFOVNGZAN-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,NA,NA,NA,NA
1562,"InChI=1S/C9H10Cl2O/c1-3-6-4-7(12)9(11)5(2)8(6)10/h4,12H,3H2,1-2H3",GMHTUWZTSIUNIM-UHFFFAOYSA-N,GMHTUWZTSIUNIM-UHFFFAOYSA-N,Completed,Organic compounds,Benzenoids,Benzene and substituted derivatives,Halobenzenes,Chlorobenzenes,Dichlorobenzenes,NA,NA,NA
1569,"InChI=1S/C17H14O3S/c1-10(17(19)20)11-6-7-15-12(8-11)9-14(18)13-4-2-3-5-16(13)21-15/h2-8,10H,9H2,1H3,(H,19,20)",MUXFZBHBYYYLTH-UHFFFAOYSA-N,MUXFZBHBYYYLTH-UHFFFAOYSA-N,Completed,Organic compounds,Organoheterocyclic compounds,Benzothiepins,Dibenzothiepins,Dibenzothiepins,NA,NA,NA,NA
1577,"InChI=1S/C15H13NO2/c1-9(17)16-12-2-4-14-10(7-12)6-11-8-13(18)3-5-15(11)14/h2-5,7-8,18H,6H2,1H3,(H,16,17)",RAYOKTUAMJNEFH-UHFFFAOYSA-N,RAYOKTUAMJNEFH-UHFFFAOYSA-N,Completed,Organic compounds,Benzenoids,Fluorenes,NA,Fluorenes,NA,NA,NA,NA
1591,"InChI=1S/C22H38O5/c1-4-5-14-22(2,26)15-10-12-18-17(19(23)16-20(18)24)11-8-6-7-9-13-21(25)27-3/h10,12,17-18,20,24,26H,4-9,11,13-16H2,1-3H3/b12-10+/t17-,18-,20-,22?/m1/s1",OJLOPKGSLYJEMD-URPKTTJQSA-N,OJLOPKGSLYJEMD-URPKTTJQSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,NA,NA,NA,NA
1611,"InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2",UWHCKJMYHZGTIT-UHFFFAOYSA-N,UWHCKJMYHZGTIT-UHFFFAOYSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,Polyethylene glycols,NA,NA,NA
1634,"InChI=1S/C20H24O3/c1-12(21)23-19-8-7-18-17-5-3-13-11-14(22)4-6-15(13)16(17)9-10-20(18,19)2/h9-11,17-19H,3-8H2,1-2H3/t17-,18+,19+,20+/m1/s1",CMRJPMODSSEAPL-FYQPLNBISA-N,CMRJPMODSSEAPL-FYQPLNBISA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroid esters,Steroid esters,NA,NA,NA,NA
1645,"InChI=1S/C11H19NO9/c1-4(14)12-8(5(15)2-6(16)11(20)21)10(19)9(18)7(17)3-13/h5,7-10,13,15,17-19H,2-3H2,1H3,(H,12,14)(H,20,21)/t5-,7+,8+,9+,10+/m0/s1",KBGAYAKRZNYFFG-BOHATCBPSA-N,KBGAYAKRZNYFFG-BOHATCBPSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,NA,NA,NA,NA
1648,"InChI=1S/C3H7O7P/c4-1-2(3(5)6)10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)/t2-/m1/s1",GXIURPTVHJPJLF-UWTATZPHSA-N,GXIURPTVHJPJLF-UWTATZPHSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,NA,NA,NA,NA
1655,"InChI=1S/C22H38O5/c1-4-5-14-22(2,26)15-10-12-18-17(19(23)16-20(18)24)11-8-6-7-9-13-21(25)27-3/h10,12,17-18,20,24,26H,4-9,11,13-16H2,1-3H3/b12-10+/t17-,18-,20-,22?/m1/s1",OJLOPKGSLYJEMD-URPKTTJQSA-N,OJLOPKGSLYJEMD-URPKTTJQSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,NA,NA,NA,NA
1661,"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1",JZRWCGZRTZMZEH-UHFFFAOYSA-N,JZRWCGZRTZMZEH-UHFFFAOYSA-N,Completed,Organic compounds,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Thiamines,NA,NA,NA,NA
1676,"InChI=1S/C14H20N2O3/c1-9(2)12(14(18)19)16-13(17)11(15)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)/t11-,12-/m0/s1",IEHDJWSAXBGJIP-RYUDHWBXSA-N,IEHDJWSAXBGJIP-RYUDHWBXSA-N,Completed,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Dipeptides,NA,NA,NA
1677,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",RYYVLZVUVIJVGH-UHFFFAOYSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,Completed,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Xanthines,NA,NA,NA,NA
1682,"InChI=1S/C8H16O5/c1-13-8(12)4-2-3-6(10)7(11)5-9/h6-7,9-11H,2-5H2,1H3/t6-,7+/m0/s1",RNMFWAFZUNVQOR-NKWVEPMBSA-N,RNMFWAFZUNVQOR-NKWVEPMBSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,NA,NA,NA,NA
1691,"InChI=1S/C17H19NO/c1-13-8-10-16(11-9-13)17(19)14(2)18-12-15-6-4-3-5-7-15/h3-11,14,18H,12H2,1-2H3",KWHZRPBDEAQYDE-UHFFFAOYSA-N,KWHZRPBDEAQYDE-UHFFFAOYSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Ketones,Aryl ketones,Phenylketones,Alkyl-phenylketones,NA
1695,"InChI=1S/C20H41NO2/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)19(18-22)21(2)3/h16-17,19-20,22-23H,4-15,18H2,1-3H3/b17-16+/t19-,20+/m0/s1",YRXOQXUDKDCXME-YIVRLKKSSA-N,YRXOQXUDKDCXME-YIVRLKKSSA-N,Completed,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines,"1,2-aminoalcohols",NA,NA,NA
1696,"InChI=1S/C11H12O4/c12-10(13)7-9(11(14)15)6-8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H,12,13)(H,14,15)",GTOFKXZQQDSVFH-UHFFFAOYSA-N,GTOFKXZQQDSVFH-UHFFFAOYSA-N,Completed,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids,NA,Phenylpropanoic acids,NA,NA,NA,NA
1699,"InChI=1S/C12H11NO3/c1-2-16-12(15)9-7-13-10-6-4-3-5-8(10)11(9)14/h3-7H,2H2,1H3,(H,13,14)",YBEOYBKKSWUSBR-UHFFFAOYSA-N,YBEOYBKKSWUSBR-UHFFFAOYSA-N,Completed,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives,Quinolones and derivatives,Hydroquinolones,NA,NA,NA,NA
1706,"InChI=1S/C22H30O4/c1-5-6-7-8-15-12-18(23)20(21(24)19(15)22(25)26)17-11-14(4)9-10-16(17)13(2)3/h11-12,16-17,23-24H,2,5-10H2,1,3-4H3,(H,25,26)/t16-,17+/m0/s1",WVOLTBSCXRRQFR-DLBZAZTESA-N,WVOLTBSCXRRQFR-DLBZAZTESA-N,Completed,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,NA,NA,NA,NA
1735,"InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)",HQHCYKULIHKCEB-UHFFFAOYSA-N,HQHCYKULIHKCEB-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,NA,NA,NA,NA
1784,"InChI=1S/C18H28O5/c1-12(8-13(2)9-14(3)10-17(20)21)6-4-5-7-16-15(11-19)18(22)23-16/h9-10,12,15-16,19H,4-8,11H2,1-3H3,(H,20,21)/b13-9+,14-10+/t12-,15-,16-/m1/s1",ODCZJZWSXPVLAW-KXCGKLMDSA-N,ODCZJZWSXPVLAW-KXCGKLMDSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,NA,NA,NA,NA
1806,"InChI=1S/C15H23NO6/c1-10(4-3-5-11(2)14(19)20)8-9-16-12(15(21)22)6-7-13(17)18/h5,8,12,16H,3-4,6-7,9H2,1-2H3,(H,17,18)(H,19,20)(H,21,22)/p+1/b10-8+,11-5+/t12-/m0/s1",GLOMHRXTBJVWKY-UIZYFNENSA-O,GLOMHRXTBJVWKY-UIZYFNENSA-O,Not Found,NA,NA,NA,NA,NA,NA,NA,NA,NA
1812,"InChI=1S/C20H26O3/c1-12(2)13-6-7-15-14(10-13)16(21)11-17-19(15,3)8-5-9-20(17,4)18(22)23/h6-7,10,12,17H,5,8-9,11H2,1-4H3,(H,22,23)",MSWJSDLNPCSSNW-UHFFFAOYSA-N,MSWJSDLNPCSSNW-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,NA,NA,NA,NA
1823,"InChI=1S/C15H19N3O3/c1-5-9-6-10(13(19)20)11(16-7-9)12-17-14(21)15(4,18-12)8(2)3/h6-8H,5H2,1-4H3,(H,19,20)(H,17,18,21)",XVOKUMIPKHGGTN-UHFFFAOYSA-N,XVOKUMIPKHGGTN-UHFFFAOYSA-N,Completed,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,NA,NA,NA
1846,"InChI=1S/C16H28O5/c1-2-3-4-5-6-7-14-16(20)13(18)10-8-12(17)9-11-15(19)21-14/h8,10,12-14,16-18,20H,2-7,9,11H2,1H3/b10-8+",NGMQJZCKXKTQID-CSKARUKUSA-N,NGMQJZCKXKTQID-CSKARUKUSA-N,Completed,Organic compounds,Organoheterocyclic compounds,Oxocins,NA,Oxocins,NA,NA,NA,NA
1848,"InChI=1S/C17H24O10/c1-6-3-8(19)11-7(15(23)24-2)5-25-16(10(6)11)27-17-14(22)13(21)12(20)9(4-18)26-17/h5-6,9-14,16-18,20-22H,3-4H2,1-2H3/t6-,9+,10+,11-,12+,13-,14+,16-,17-/m0/s1",HLXRWTJXGMHOFN-XJSNKYLASA-N,HLXRWTJXGMHOFN-XJSNKYLASA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Iridoid O-glycosides,NA,NA,NA,NA
1849,"InChI=1S/C17H24O10/c1-6-3-8(19)11-7(15(23)24-2)5-25-16(10(6)11)27-17-14(22)13(21)12(20)9(4-18)26-17/h5-6,9-14,16-18,20-22H,3-4H2,1-2H3/t6-,9+,10+,11-,12+,13-,14+,16-,17-/m0/s1",HLXRWTJXGMHOFN-XJSNKYLASA-N,HLXRWTJXGMHOFN-XJSNKYLASA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,Iridoid O-glycosides,NA,NA,NA,NA
1854,"InChI=1S/C15H21NO6/c1-8(4-3-5-9(2)14(19)20)11-7-16-13(15(21)22)10(11)6-12(17)18/h3-5,9-11,13,16H,6-7H2,1-2H3,(H,17,18)(H,19,20)(H,21,22)/b5-3+,8-4-/t9-,10+,11-,13+/m1/s1",VZFRNCSOCOPNDB-AOKDLOFSSA-N,VZFRNCSOCOPNDB-AOKDLOFSSA-N,Completed,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Kainoids,NA,NA,NA
1862,"InChI=1S/C16H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h1H,3-15H2,(H,17,18)",PUZGUNYANHPRKM-UHFFFAOYSA-N,PUZGUNYANHPRKM-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,NA,NA,NA,NA
1876,"InChI=1S/C15H18O4/c1-8-4-5-10-9(2)13(17)19-12(10)14(3)11(16)6-7-15(8,14)18/h6-8,10,12,18H,2,4-5H2,1,3H3",LLQCRTZROWMVOL-UHFFFAOYSA-N,LLQCRTZROWMVOL-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Sesquiterpene lactones,Ambrosanolides and secoambrosanolides,NA,NA,NA
1881,"InChI=1S/C9H18Cl3O4P/c10-4-1-7-14-17(13,15-8-2-5-11)16-9-3-6-12/h1-9H2",WOURXYYHORRGQO-UHFFFAOYSA-N,WOURXYYHORRGQO-UHFFFAOYSA-N,Completed,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates,Trialkyl phosphates,NA,NA,NA
1885,"InChI=1S/C20H26O3/c1-12(2)13-6-7-15-14(10-13)16(21)11-17-19(15,3)8-5-9-20(17,4)18(22)23/h6-7,10,12,17H,5,8-9,11H2,1-4H3,(H,22,23)",MSWJSDLNPCSSNW-UHFFFAOYSA-N,MSWJSDLNPCSSNW-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,NA,NA,NA,NA
1887,"InChI=1S/C25H42O5/c1-14(5-8-22(29)30-4)17-6-7-18-23-19(13-21(28)25(17,18)3)24(2)10-9-16(26)11-15(24)12-20(23)27/h14-21,23,26-28H,5-13H2,1-4H3",DLYVTEULDNMQAR-UHFFFAOYSA-N,DLYVTEULDNMQAR-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",NA,NA,NA
1900,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16?,17+,18+,19+,20?,22+,23+,24-/m1/s1",BHQCQFFYRZLCQQ-QPKJLDHASA-N,BHQCQFFYRZLCQQ-QPKJLDHASA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",NA,NA,NA
1906,"InChI=1S/C20H20O4/c1-23-19(21)17-15(13-9-5-3-6-10-13)16(18(17)20(22)24-2)14-11-7-4-8-12-14/h3-12,15-18H,1-2H3",YAQLZIKGHVLJJZ-UHFFFAOYSA-N,YAQLZIKGHVLJJZ-UHFFFAOYSA-N,Completed,Organic compounds,"Lignans, neolignans and related compounds",Cyclobutane lignans,NA,Cyclobutane lignans,NA,NA,NA,NA
1912,"InChI=1S/C21H36O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h17-19H,3-15H2,1-2H3,(H,23,24)/t17?,18-,19?/m1/s1",SPGPUDJMXMJNCU-JLAWEPINSA-N,SPGPUDJMXMJNCU-JLAWEPINSA-N,Completed,Organic compounds,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,NA,NA,NA,NA
1913,"InChI=1S/C11H15N5O4/c1-15-3-14-10-6(9(15)12)13-4-16(10)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11-12,17-19H,2H2,1H3/t5-,7-,8-,11-/m1/s1",GFYLSDSUCHVORB-IOSLPCCCSA-N,GFYLSDSUCHVORB-IOSLPCCCSA-N,Completed,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,Purine nucleosides,NA,NA,NA,NA
1914,"InChI=1S/C32H40O8/c1-18-14-24-23(30(24,5)6)12-13-31(17-37-31)29(38-20(3)33)26-27(39-25(35)15-22-10-8-7-9-11-22)19(2)16-32(26,28(18)36)40-21(4)34/h7-11,14,19,23-24,26-27,29H,12-13,15-17H2,1-6H3/b18-14-/t19-,23-,24+,26+,27-,29-,31+,32+/m0/s1",SDGDWRYYHQOQOJ-QBGQQMMYSA-N,SDGDWRYYHQOQOJ-QBGQQMMYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,NA,NA,NA,NA
1966,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16?,17+,18+,19+,20?,22+,23+,24-/m1/s1",BHQCQFFYRZLCQQ-QPKJLDHASA-N,BHQCQFFYRZLCQQ-QPKJLDHASA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",NA,NA,NA
1967,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16?,17+,18+,19+,20?,22+,23+,24-/m1/s1",BHQCQFFYRZLCQQ-QPKJLDHASA-N,BHQCQFFYRZLCQQ-QPKJLDHASA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Hydroxy bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",NA,NA,NA
1969,"InChI=1S/C22H38O5/c1-4-5-14-22(2,26)15-10-12-18-17(19(23)16-20(18)24)11-8-6-7-9-13-21(25)27-3/h10,12,17-18,20,24,26H,4-9,11,13-16H2,1-3H3/b12-10+/t17-,18-,20-,22?/m1/s1",OJLOPKGSLYJEMD-URPKTTJQSA-N,OJLOPKGSLYJEMD-URPKTTJQSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,NA,NA,NA,NA
1980,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3-5,10,14,16-17,19-20H,2,6-9H2,1H3/t14-,16+,17-,18+/m1/s1",NLLMJANWPUQQTA-SPUZQDLCSA-N,NLLMJANWPUQQTA-SPUZQDLCSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,17-hydroxysteroids,NA,NA,NA,NA
2012,"InChI=1S/C16H32O5/c17-13-9-5-4-7-11-15(19)14(18)10-6-2-1-3-8-12-16(20)21/h14-15,17-19H,1-13H2,(H,20,21)/t14-,15+/m1/s1",MEHUJCGAYMDLEL-CABCVRRESA-N,MEHUJCGAYMDLEL-CABCVRRESA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,NA,NA,NA,NA
2040,"InChI=1S/C19H36O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-19(23-17(2)21)15-18(22)16-20/h3,18-20,22H,1,4-16H2,2H3",MFLWBVVCOWPUBA-UHFFFAOYSA-N,MFLWBVVCOWPUBA-UHFFFAOYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols,NA,NA,NA,NA
2098,"InChI=1S/C21H20O11/c22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7/h1-5,14,17,19-24,26-30H,6H2",ODBRNZZJSYPIDI-UHFFFAOYSA-N,ODBRNZZJSYPIDI-UHFFFAOYSA-N,Completed,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid C-glycosides,NA,NA,NA,NA
2099,"InChI=1S/C20H33NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H2,21,22)/b7-6-,10-9-,13-12-,16-15-",BNBSCAZCQDLUDU-DOFZRALJSA-N,BNBSCAZCQDLUDU-DOFZRALJSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,NA,NA,NA,NA
2137,"InChI=1S/C21H20O11/c22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7/h1-5,14,17,19-24,26-30H,6H2",ODBRNZZJSYPIDI-UHFFFAOYSA-N,ODBRNZZJSYPIDI-UHFFFAOYSA-N,Completed,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid C-glycosides,NA,NA,NA,NA
2157,"InChI=1S/C22H46O12/c23-1-3-25-5-7-27-9-11-29-13-15-31-17-19-33-21-22-34-20-18-32-16-14-30-12-10-28-8-6-26-4-2-24/h23-24H,1-22H2",PSVXZQVXSXSQRO-UHFFFAOYSA-N,PSVXZQVXSXSQRO-UHFFFAOYSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,Polyethylene glycols,NA,NA,NA
2162,"InChI=1S/C23H28O4/c24-20(15-12-18-8-4-3-5-9-18)16-13-19-14-17-22(25)21(19)10-6-1-2-7-11-23(26)27/h1,3-6,8-9,13-14,16-17,19-21,24H,2,7,10-12,15H2,(H,26,27)/b6-1-,16-13+/t19-,20?,21?/m0/s1",PBMAXTSZSCARIG-BHAAWXGYSA-N,PBMAXTSZSCARIG-BHAAWXGYSA-N,Completed,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Prostaglandins and related compounds,NA,NA,NA,NA
2163,"InChI=1S/C21H30O3/c1-4-5-6-7-14-11-18(23)20-16-10-15(13-22)8-9-17(16)21(2,3)24-19(20)12-14/h10-12,16-17,22-23H,4-9,13H2,1-3H3/t16-,17-/m1/s1",YCBKSSAWEUDACY-IAGOWNOFSA-N,YCBKSSAWEUDACY-IAGOWNOFSA-N,Completed,Organic compounds,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,"2,2-dimethyl-1-benzopyrans",NA,NA,NA,NA
2212,"InChI=1S/C22H46O12/c23-1-3-25-5-7-27-9-11-29-13-15-31-17-19-33-21-22-34-20-18-32-16-14-30-12-10-28-8-6-26-4-2-24/h23-24H,1-22H2",PSVXZQVXSXSQRO-UHFFFAOYSA-N,PSVXZQVXSXSQRO-UHFFFAOYSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,Polyethylene glycols,NA,NA,NA
2240,"InChI=1S/C22H46O12/c23-1-3-25-5-7-27-9-11-29-13-15-31-17-19-33-21-22-34-20-18-32-16-14-30-12-10-28-8-6-26-4-2-24/h23-24H,1-22H2",PSVXZQVXSXSQRO-UHFFFAOYSA-N,PSVXZQVXSXSQRO-UHFFFAOYSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,Polyethylene glycols,NA,NA,NA
2247,"InChI=1S/C22H46O12/c23-1-3-25-5-7-27-9-11-29-13-15-31-17-19-33-21-22-34-20-18-32-16-14-30-12-10-28-8-6-26-4-2-24/h23-24H,1-22H2",PSVXZQVXSXSQRO-UHFFFAOYSA-N,PSVXZQVXSXSQRO-UHFFFAOYSA-N,Completed,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers,Polyethylene glycols,NA,NA,NA
