#Scan#,Adduct_library,CAS_Number_library,Charge_library,Compound_Name_library,Compound_Source_library,Data_Collector_library,ExactMass_library,FileScanUniqueID_library,INCHI_AUX_library,INCHI_library,Instrument_library,Ion_Source_library,IonMode_library,LibMZ_library,Library_Class_library,LibraryName_library,LibraryQualityString_library,MassDiff_library,MQScore_library,MZErrorPPM_library,NumberHits_library,Organism_library,PI_library,Precursor_MZ_library,Pubmed_ID_library,RT_Query_library,SharedPeaks_library,Smiles_library,SpecCharge_library,SpecMZ_library,SpectrumFile_library,SpectrumID_library,tags_library,TIC_Query_library,UpdateWorkflowName_library,Adduct_analog,CAS_Number_analog,Charge_analog,Compound_Name_analog,Compound_Source_analog,Data_Collector_analog,ExactMass_analog,FileScanUniqueID_analog,INCHI_analog,INCHI_AUX_analog,Instrument_analog,internalFilename_analog,Ion_Source_analog,IonMode_analog,LibMZ_analog,Library_Class_analog,LibraryName_analog,LibraryQualityString_analog,MassDiff_analog,MQScore_analog,MZErrorPPM_analog,NumberHits_analog,Organism_analog,PI_analog,Precursor_MZ_analog,Pubmed_ID_analog,RT_Query_analog,SharedPeaks_analog,Smiles_analog,SpecCharge_analog,SpecMZ_analog,SpectrumFile_analog,SpectrumID_analog,tags_analog,TIC_Query_analog,UpdateWorkflowName_analog,inchi_combined
243,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,2615158,1,Spectral Match to Hexaethylene glycol from NIST14,Isolated,Data deposited by amelnik,0,spectra/specs_ms.mgf243,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,283.175,3,lib-00036.mgf,Bronze,26.999,0.901594,95343.9,1,GNPS-NIST14-MATCHES,Data from Rob Knight,283.175,N/A,0,8,N/A,1,256.176,specs_ms.mgf,CCMSLIB00003134614,NA,2319760,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
251,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,84662,1,Spectral Match to Diethyl phthalate from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf251,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,223.097,3,lib-00036.mgf,Bronze,292.051,0.850102,156795,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,223.097,N/A,0,4,N/A,2,258.077,specs_ms.mgf,CCMSLIB00003139894,NA,240477000,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
255,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,2764036,1,Linoleoylglycine,Isolated,NIST,0,spectra/specs_ms.mgf255,"InChI=1S/C20H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18-20(23)24/h6-7,9-10H,2-5,8,11-18H2,1H3,(H,21,22)(H,23,24)/b7-6-,10-9-",N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,320.258,3,lib-00052.mgf,Bronze,62.0158,0.888111,193643,1,NIST17,NIST,320.258,N/A,0,4,CCCCCC=CCC=CCCCCCCCC(=O)NCC(=O)O,1,258.243,specs_ms.mgf,CCMSLIB00003483805,NA,393676,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C20H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18-20(23)24/h6-7,9-10H,2-5,8,11-18H2,1H3,(H,21,22)(H,23,24)/b7-6-,10-9-"
258,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,0,1,Tyr-Val,Isolated,NIST,0,spectra/specs_ms.mgf258,"InChI=1S/C14H20N2O4/c1-8(2)12(14(19)20)16-13(18)11(15)7-9-3-5-10(17)6-4-9/h3-6,8,11-12,17H,7,15H2,1-2H3,(H,16,18)(H,19,20)/t11-,12-/m0/s1",N/A,HCD,specs_ms.mgf,ESI,Positive,281.15,3,lib-00052.mgf,Bronze,21.9825,0.833231,78187.9,1,NIST17,NIST,281.15,N/A,0,4,CC(C)C(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N,1,259.167,specs_ms.mgf,CCMSLIB00003728617,NA,11761500,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C14H20N2O4/c1-8(2)12(14(19)20)16-13(18)11(15)7-9-3-5-10(17)6-4-9/h3-6,8,11-12,17H,7,15H2,1-2H3,(H,16,18)(H,19,20)/t11-,12-/m0/s1"
289,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.3,629549,1,Spectral Match to Palmitamide from NIST14,Isolated,Data deposited by mjmeehan,0,spectra/specs_ms.mgf289,N/A,N/A,IT/ion trap,specs_ms.mgf,ESI,Positive,256.3,3,lib-00036.mgf,Bronze,13.979,0.890285,54541.6,1,GNPS-NIST14-MATCHES,Data from Jessica Metcalf,256.3,N/A,0,5,N/A,1,270.279,specs_ms.mgf,CCMSLIB00003137708,NA,17786.2,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
290,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,629549,1,Palmitamide,Isolated,NIST,0,spectra/specs_ms.mgf290,N/A,N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,256.263,3,lib-00036.mgf,Bronze,14.016,0.895313,54693.8,1,NIST14,NIST,256.263,N/A,0,5,N/A,1,270.279,specs_ms.mgf,CCMSLIB00000295745,NA,35832.4,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
298,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,NA,1,CocamidoprpylBetaine,Lysate,AMelnik,342.288,spectra/specs_ms.mgf298,N/A,NA,qTof,specs_ms.mgf,LC-ESI,Positive,343.3,3,lib-00036.mgf,Bronze,72.0256,0.918841,209804,1,GNPS-LIBRARY,PDorrestein,343.3,NA,0,5,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],1,271.274,specs_ms.mgf,CCMSLIB00000579927,NA,2123680,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
302,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-CH4O3,821385,1,Tetradecanedioic acid,Isolated,NIST,0,spectra/specs_ms.mgf302,"InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)",N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,195.174,3,lib-00052.mgf,Bronze,77.0476,0.825435,394763,1,NIST17,NIST,195.174,N/A,0,6,C(CCCCCCC(=O)O)CCCCCC(=O)O,1,272.222,specs_ms.mgf,CCMSLIB00003464991,NA,440018,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C14H26O4/c15-13(16)11-9-7-5-3-1-2-4-6-8-10-12-14(17)18/h1-12H2,(H,15,16)(H,17,18)"
305,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[M+H]+,1643-20-5,1,"MassbankEU:SM876801 N,N-Dimethyldodecylamine N-oxide|Lauramine oxide|N,N-dimethyldodecan-1-amine oxide",Isolated,Massbank,0,spectra/specs_ms.mgf305,"1S/C14H31NO/c1-4-5-6-7-8-9-10-11-12-13-14-15(2,3)16/h4-14H2,1-3H3",N/A,LC-ESI-QFT,specs_ms.mgf,ESI,Positive,230.248,3,lib-00036.mgf,Bronze,42.0102,0.89195,182456,1,MASSBANKEU,Massbank EU,230.248,N/A,0,4,CCCCCCCCCCCC[N+](C)(C)[O-],1,272.258,specs_ms.mgf,CCMSLIB00000842021,NA,1199320,UPDATE-SINGLE-ANNOTATED-BRONZE,"1S/C14H31NO/c1-4-5-6-7-8-9-10-11-12-13-14-15(2,3)16/h4-14H2,1-3H3"
306,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,1166525,1,Lauryl gallate,Isolated,NIST,0,spectra/specs_ms.mgf306,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,339.217,3,lib-00036.mgf,Bronze,66.9587,0.838627,197392,1,NIST14,NIST,339.217,N/A,0,4,N/A,1,272.258,specs_ms.mgf,CCMSLIB00000289704,NA,213845,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
324,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[M+H]+,97003-31-1,1,MassbankEU:SM880301 Ethyl-4-dimethylaminobenzoate|Ethyl 4-dimethylaminobenzoate|Ethyl 4-(dimethylamino)benzoate,Isolated,Massbank,0,spectra/specs_ms.mgf324,"1S/C11H15NO2/c1-4-14-11(13)9-5-7-10(8-6-9)12(2)3/h5-8H,4H2,1-3H3",N/A,LC-ESI-QFT,specs_ms.mgf,ESI,Positive,194.118,3,lib-00036.mgf,Bronze,84.093,0.951239,433206,1,MASSBANKEU,Massbank EU,194.118,N/A,0,4,CCOC(=O)C1=CC=C(C=C1)N(C)C,1,278.211,specs_ms.mgf,CCMSLIB00000842053,NA,450874,UPDATE-SINGLE-ANNOTATED-BRONZE,"1S/C11H15NO2/c1-4-14-11(13)9-5-7-10(8-6-9)12(2)3/h5-8H,4H2,1-3H3"
327,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,84662,1,Spectral Match to Diethyl phthalate from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf327,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,223.096,3,lib-00032.mgf,Bronze,57.0601,0.87894,255765,1,GNPS-NIST14-MATCHES,Data from Lihini Aluwihare,223.096,N/A,0,6,N/A,1,280.156,specs_ms.mgf,CCMSLIB00003135966,NA,3650320,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
329,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,2420566,1,"Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14",Isolated,Data deposited by aaksenov,0,spectra/specs_ms.mgf329,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,281.248,3,lib-00036.mgf,Bronze,0.984772,0.9212,3501.44,1,GNPS-NIST14-MATCHES,Data from P. Dorrestein R. Knight,281.248,N/A,0,10,N/A,1,280.263,specs_ms.mgf,CCMSLIB00003139643,NA,3250800,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
336,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,111626,1,Oleic acid ethyl ester,Isolated,NIST,0,spectra/specs_ms.mgf336,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,311.294,3,lib-00048.mgf,Bronze,28.0686,0.949267,90167.4,1,NIST14,NIST,311.294,N/A,0,12,N/A,1,283.226,specs_ms.mgf,CCMSLIB00000324086,NA,395753,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
338,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,2615158,1,Spectral Match to Hexaethylene glycol from NIST14,Isolated,Data deposited by amelnik,0,spectra/specs_ms.mgf338,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,283.175,3,lib-00036.mgf,Bronze,1.03152,0.805906,3642.71,1,GNPS-NIST14-MATCHES,Data from Rob Knight,283.175,N/A,0,7,N/A,1,284.207,specs_ms.mgf,CCMSLIB00003134614,NA,503615,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
344,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,N/A,1,Nleu-Val-hexanoate,Synthetic,Luzzatto/Garg,342.474,spectra/specs_ms.mgf344,N/A,N/A,qToF,specs_ms.mgf,LC-ESI,Positive,343.268,2,lib-00013.mgf,Silver,58.0146,0.834832,169007,1,GNPS-LIBRARY,Dorrestein/Gerwick,343.268,N/A,0,4,N/A,1,285.253,specs_ms.mgf,CCMSLIB00000070299,NA,20027600,UPDATE-SINGLE-ANNOTATED-SILVER,N/A
345,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,NA,1,CocamidoprpylBetaine,Lysate,AMelnik,342.288,spectra/specs_ms.mgf345,N/A,NA,qTof,specs_ms.mgf,LC-ESI,Positive,343.3,3,lib-00036.mgf,Bronze,58.0094,0.932331,168976,1,GNPS-LIBRARY,PDorrestein,343.3,NA,0,5,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],1,285.291,specs_ms.mgf,CCMSLIB00000579927,NA,718023,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
347,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-C11H15NO,479413702,1,"Dodecanoic acid, 12-[[(tricyclo[3.3.1.13,7]dec-1-ylamino)carbonyl]amino]-",Isolated,NIST,0,spectra/specs_ms.mgf347,"InChI=1S/C23H40N2O3/c26-21(27)10-8-6-4-2-1-3-5-7-9-11-24-22(28)25-23-15-18-12-19(16-23)14-20(13-18)17-23/h18-20H,1-17H2,(H,26,27)(H2,24,25,28)",N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,216.196,3,lib-00052.mgf,Bronze,70.1143,0.862691,324309,1,NIST17,NIST,216.196,N/A,0,4,C1C2CC3CC1CC(C2)(C3)NC(=O)NCCCCCCCCCCCC(=O)O,1,286.31,specs_ms.mgf,CCMSLIB00003593702,NA,279771,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C23H40N2O3/c26-21(27)10-8-6-4-2-1-3-5-7-9-11-24-22(28)25-23-15-18-12-19(16-23)14-20(13-18)17-23/h18-20H,1-17H2,(H,26,27)(H2,24,25,28)"
360,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,2478388,1,"1-(4-Hydroxy-3,5-dimethoxyphenyl)ethanone",Isolated,NIST,0,spectra/specs_ms.mgf360,N/A,N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,197.081,3,lib-00036.mgf,Bronze,94.1138,0.960614,477539,1,NIST14,NIST,197.081,N/A,0,4,N/A,1,291.195,specs_ms.mgf,CCMSLIB00000293925,NA,62794800,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
361,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,2478388,1,"1-(4-Hydroxy-3,5-dimethoxyphenyl)ethanone",Isolated,NIST,0,spectra/specs_ms.mgf361,N/A,N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,197.081,3,lib-00036.mgf,Bronze,94.1139,0.960614,477539,1,NIST14,NIST,197.081,N/A,0,4,N/A,1,291.195,specs_ms.mgf,CCMSLIB00000293925,NA,62794800,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
363,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,112607,1,Tetraethylene glycol,Isolated,NIST,0,spectra/specs_ms.mgf363,"InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2",N/A,HCD,specs_ms.mgf,ESI,Positive,195.123,3,lib-00052.mgf,Bronze,96.1298,0.841157,492663,1,NIST17,NIST,195.123,N/A,0,4,C(COCCOCCOCCO)O,1,291.253,specs_ms.mgf,CCMSLIB00003441001,NA,2496650,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C8H18O5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h9-10H,1-8H2"
377,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-C6H10O,17455231,1,Dicyclohexano-24-crown-8,Isolated,NIST,0,spectra/specs_ms.mgf377,"InChI=1S/C24H44O8/c1-2-6-22-21(5-1)29-17-13-25-9-10-27-15-19-31-23-7-3-4-8-24(23)32-20-16-28-12-11-26-14-18-30-22/h21-24H,1-20H2",N/A,HCD,specs_ms.mgf,ESI,Positive,363.238,3,lib-00052.mgf,Bronze,63.0362,0.907939,173540,1,NIST17,NIST,363.238,N/A,0,5,C1CCC2C(C1)OCCOCCOCCOC3CCCCC3OCCOCCOCCO2,1,300.202,specs_ms.mgf,CCMSLIB00003723394,NA,37099400,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C24H44O8/c1-2-6-22-21(5-1)29-17-13-25-9-10-27-15-19-31-23-7-3-4-8-24(23)32-20-16-28-12-11-26-14-18-30-22/h21-24H,1-20H2"
381,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,NA,1,CocamidoprpylBetaine,Lysate,AMelnik,342.288,spectra/specs_ms.mgf381,N/A,NA,qTof,specs_ms.mgf,LC-ESI,Positive,343.3,3,lib-00036.mgf,Bronze,42.0133,0.984795,122381,1,GNPS-LIBRARY,PDorrestein,343.3,NA,0,5,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],1,301.287,specs_ms.mgf,CCMSLIB00000579927,NA,12990100,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
384,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,N/A,1,sphingosin C16 (Artifact)-emf,Crude,N/A,0,spectra/specs_ms.mgf384,N/A,N/A,Orbitrap,specs_ms.mgf,LC-ESI,Positive,274.274,3,lib-00013.mgf,Bronze,28.0309,0.852259,102200,1,GNPS-LIBRARY,emf,274.274,NA,0,7,N/A,1,302.305,specs_ms.mgf,CCMSLIB00005463721,NA,600592,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
393,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,2724574,1,Isomyristic acid,Isolated,NIST,0,spectra/specs_ms.mgf393,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,229.216,3,lib-00036.mgf,Bronze,76.0516,0.800013,331790,1,NIST14,NIST,229.216,N/A,0,4,N/A,1,305.268,specs_ms.mgf,CCMSLIB00000272695,NA,5805810,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
399,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H-H2O,54130368,1,Prostaglandin F2.alpha. ethylamide,Isolated,NIST,0,spectra/specs_ms.mgf399,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,364.285,3,lib-00048.mgf,Bronze,54.0908,0.944933,148485,1,NIST14,NIST,364.285,N/A,0,7,N/A,1,310.194,specs_ms.mgf,CCMSLIB00000319000,NA,423294,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
400,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,124265,1,Stearamide,Isolated,NIST,0,spectra/specs_ms.mgf400,"InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)",N/A,IT-FT/ion trap with FTMS,specs_ms.mgf,ESI,Positive,284.295,3,lib-00052.mgf,Bronze,26.0151,0.854273,91507.5,1,NIST17,NIST,284.295,N/A,0,11,CCCCCCCCCCCCCCCCCC(=O)N,1,310.31,specs_ms.mgf,CCMSLIB00003379652,NA,1185300,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)"
405,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[M+H]+,N/A,1,MoNA:937356 Diethyl phthalate (NF),isolated,MoNA,0,spectra/specs_ms.mgf405,"InChI=1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2/h5-8H,3-4H2,1-2H3",N/A,LC-ESI-QFT,specs_ms.mgf,LC-ESI-QFT,NA,223.096,3,lib-00029.mgf,Bronze,88.0886,0.802917,394846,1,MONA,MoNA,223.096,N/A,0,6,N/A,1,311.185,specs_ms.mgf,CCMSLIB00000569105,NA,43904500,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2/h5-8H,3-4H2,1-2H3"
408,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.3,629549,1,Spectral Match to Palmitamide from NIST14,Isolated,Data deposited by mjmeehan,0,spectra/specs_ms.mgf408,N/A,N/A,IT/ion trap,specs_ms.mgf,ESI,Positive,256.3,3,lib-00032.mgf,Bronze,56.0255,0.903004,218594,1,GNPS-NIST14-MATCHES,Data from Jessica Metcalf,256.3,N/A,0,9,N/A,1,312.326,specs_ms.mgf,CCMSLIB00003137708,NA,439840,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
412,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,84662,1,Spectral Match to Diethyl phthalate from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf412,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,223.097,3,lib-00036.mgf,Bronze,89.9686,0.824962,403271,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,223.097,N/A,0,6,N/A,1,313.066,specs_ms.mgf,CCMSLIB00003139894,NA,782779,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
413,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,84662,1,Spectral Match to Diethyl phthalate from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf413,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,223.097,3,lib-00036.mgf,Bronze,90.0053,0.806789,403436,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,223.097,N/A,0,4,N/A,1,313.102,specs_ms.mgf,CCMSLIB00003139894,NA,25099400,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
421,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,3386183,1,Spectral Match to Nonaethylene glycol from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf421,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,415.254,3,lib-00032.mgf,Bronze,220.126,0.837463,233738,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,415.254,N/A,0,9,N/A,2,318.194,specs_ms.mgf,CCMSLIB00003137287,NA,2748120,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
426,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M+H,4792158,1,Pentaethylene glycol,Isolated,NIST,0,spectra/specs_ms.mgf426,"InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2",N/A,HCD,specs_ms.mgf,ESI,Positive,239.149,3,lib-00052.mgf,Bronze,80.1353,0.848637,335085,1,NIST17,NIST,239.149,N/A,0,4,C(COCCOCCOCCOCCO)O,1,319.284,specs_ms.mgf,CCMSLIB00003440924,NA,1060790,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2"
