feature_number,mz,RT,C,H,O,N,S,P,Cl,Br,B,Se,I,H/C,O/C,N/C,AI-mod,DBE,DBE/C,Formula,ZodiacScore,Exp2_MediaBlank_A_DOM_I,Exp2_MediaBlank_A_DOM_II,Exp2_MediaBlank_A_Unfil_I,Exp2_MediaBlank_A_Unfil_II,Exp2_Pn-delicatissima_A_DOM_I,Exp2_Pn-delicatissima_A_DOM_II,Exp2_Pn-delicatissima_A_Unfil_I,Exp2_Pn-delicatissima_A_Unfil_II,Exp2_Pn-delicatissima_B_DOM_I,Exp2_Pn-delicatissima_B_DOM_II,Exp2_Pn-delicatissima_B_Unfil_I,Exp2_Pn-delicatissima_B_Unfil_II,Exp2_Pn-galaxiae_A_DOM_I,Exp2_Pn-galaxiae_A_DOM_II,Exp2_Pn-galaxiae_A_Unfil_I,Exp2_Pn-galaxiae_A_Unfil_II,Exp2_Pn-galaxiae_B_DOM_I,Exp2_Pn-galaxiae_B_DOM_II,Exp2_Pn-galaxiae_B_Unfil_I,Exp2_Pn-galaxiae_B_Unfil_II,Exp2_Pn-hasleana_A_DOM_I,Exp2_Pn-hasleana_A_DOM_II,Exp2_Pn-hasleana_A_Unfil_I,Exp2_Pn-hasleana_A_Unfil_II,Exp2_Pn-hasleana_B_DOM_I,Exp2_Pn-hasleana_B_DOM_II,Exp2_Pn-hasleana_B_Unfil_I,Exp2_Pn-hasleana_B_Unfil_II,Exp2_Pn-multiseries_A_DOM_I,Exp2_Pn-multiseries_A_DOM_II,Exp2_Pn-multiseries_A_Unfil_I,Exp2_Pn-multiseries_A_Unfil_II,Exp2_Pn-multiseries_B_DOM_I,Exp2_Pn-multiseries_B_DOM_II,Exp2_Pn-multiseries_B_Unfil_I,Exp2_Pn-multiseries_B_Unfil_II,Exp2_Pn-subpacifica_A_DOM_I,Exp2_Pn-subpacifica_A_DOM_II,Exp2_Pn-subpacifica_A_Unfil_I,Exp2_Pn-subpacifica_A_Unfil_II,Exp2_Pn-subpacifica_B_DOM_I,Exp2_Pn-subpacifica_B_DOM_II,Exp2_Pn-subpacifica_B_Unfil_I,Exp2_Pn-subpacifica_B_Unfil_II
3914,296.2579112,9.456199435,18,33,2,1,0,0,0,0,0,0,0,1.833333333,0.111111111,0.055555556,0.09375,3,0.166666667,C18H33NO2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815.9948421,0,0,0,0,0,0,0,30534.440360000004
3915,297.1690083,7.155884974,16,24,5,0,0,0,0,0,0,0,0,1.5,0.3125,0,0.185185185,5,0.3125,C16H24O5,1,897393.8479,416452.0938,1793033.4840000002,1570559.503,2009675.043,23600000,20800000,23200000,1765435.7140000002,1320426.232,42000000,5397160.693,2059141.082,926986.6625,19700000,16900000,2847505.325,2456396.474,16500000,21900000,727341.9255,2056052.69,20000000,3671234.066,3239554.1989999996,18800000,16100000,51600000,644133.515,1212752.924,16100000,958063.0766,1913765.909,2021998.093,2725835.27,45101.19889,747518.3723,964532.0516,1193056.3909999998,425303.6927,29200000,19400000,795896.3288,750825.3788
3916,297.1843911,9.723903517,20,24,2,0,0,0,0,0,0,0,0,1.2,0.1,0,0.421052632,9,0.45,C20H24O2,1,166321.2257,398789.1502,207575.1052,349477.0435,846571.9142,2171521.933,4208581.36,8705602.651,595468.9294,877083.0492,7610974.38,5445459.795,673263.5935,534765.7841,1161122.06,2480910.738,539244.2779999999,453252.4306,1353940.3280000002,1772807.7980000002,1291187.101,1040220.5970000001,2045544.884,5332922.669,834632.6549,613126.9636,5152581.505,7098645.812000001,11300000,11400000,8867524.54,11500000,5271917.945,17700000,7600962.522000001,372917.8356,5399546.341,2992254.1339999996,63800000,67800000,3301108.4839999997,2559575.116,15300000,18600000
3917,297.1843523,9.118424913,20,24,2,0,0,0,0,0,0,0,0,1.2,0.1,0,0.421052632,9,0.45,C20H24O2,1,319980.6413,338787.0727,382494.4812,488573.3091,963480.7311,838885.5668,6984344.449,1212205.904,377869.4417,491058.075,359691.2133,4353462.325,475001.4497,478017.9163,392950.2229,479491.2397,764175.9909,1196899.688,2151998.7630000003,473158.4691,3570500.508,2654309.353,3951876.434,3443787.3460000004,862797.2309999999,1445102.709,2683467.887,1381719.025,818616.2136,594566.897,563620.0538,663267.1617,477145.3687,711720.9553,487171.9881,17938.958740000002,350511.2059,733823.0269,603102.9754,998726.5421,652491.075,497364.9461,558231.6077,866881.8559999999
3918,297.2215817,10.56124076,21,28,1,0,0,0,0,0,0,0,0,1.333333333,0.047619048,0,0.365853659,8,0.380952381,C21H28O,1,19356.94383,0,19377.5649,0,60029.163120000005,23698.47608,517770.6477,859937.9951,25192.16969,23074.55928,2489972.004,1987521.4319999998,43212.06824,12650.71497,234185.1092,178666.0869,452580.7291,158940.5548,260653.3392,344132.0256,106149.1817,36912.89844,270635.7644,291428.9062,69454.73636,57958.364270000005,266351.3969,411543.2988,27473.69971,0,0,0,0,17837.03703,29891.03175,0,0,0,0,0,0,0,0,0
3922,298.2233156,7.940142922,16,29,3,2,0,0,0,0,0,0,0,1.8125,0.1875,0.125,0.08,3.5,0.21875,C16H29N2O3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32011.535089999998,0,0,0,0,0,17677.773259999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29189.9125,0
3923,298.2735152,9.67920493,18,35,2,1,0,0,0,0,0,0,0,1.944444444,0.111111111,0.055555556,0.03125,2,0.111111111,C18H35NO2,1,29167.474130000002,21087.79102,16558.27134,18816.84722,36361.73726,17762.58124,11700000,12000000,0,0,13300000,8435299.4,0,0,552594.2074,0,29731.89181,0,543501.4893,305203.049,0,0,408524.6028,760912.1464,0,0,369474.9928,1142789.253,21434.53991,0,83222.36422999999,172494.3734,15571.824169999998,25580.49886,253922.3008,25458.03138,0,0,0,33269.2313,0,30007.50897,53201.07898,33748.11272
3926,299.1627509,10.25966254,19,22,3,0,0,0,0,0,0,0,0,1.157894737,0.157894737,0,0.428571429,9,0.473684211,C19H22O3,1,277858.403,206902.90300000002,451457.6991,419083.5765,3818322.185,2320035.877,21900000,40100000,291155.3784,235183.1998,22500000,51000000,371470.8153,209000.5999,2312193.3419999997,1044661.567,617664.6747,583004.3283,1654378.111,655402.1032,2477217.7169999997,1542531.457,3936709.128,14200000,336765.6967,800706.4099,3957486.038,16700000,509762.1416,192112.82,300058.4148,183516.4823,183695.8006,411382.2942,534032.7996,83568.9018,304353.2239,91959.56603999999,0,56559.83493,132518.8046,208359.8942,43808.31564,100277.3264
3927,299.2000798,9.917208357,20,26,2,0,0,0,0,0,0,0,0,1.3,0.1,0,0.368421053,8,0.4,C20H26O2,1,228387.1808,398278.7474,403253.8685,251022.9166,10700000,6518486.134,381000000,480000000,1438983.13,5074260.152,185000000,210000000,21000000,3370504.247,349000000,394000000,86200000,5785104.464,555000000,518000000,25800000,20300000,562000000,505000000,5780096.936000001,36400000,475000000,504000000,1177270.403,593145.697,13100000,15200000,982280.5324,1586132.517,23300000,1034916.344,613913.4102,788169.1009999999,16700000,13800000,350460.1638,358100.033,5443351.625,22300000
3931,300.2892514,10.17752225,18,37,2,1,0,0,0,0,0,0,0,2.055555556,0.111111111,0.055555556,0,1,0.055555556,C18H37NO2,1,211242.0694,133596.0667,223220.6405,172166.6191,214850.6754,83079.53874,14100000,12300000,144750.1381,65589.90748,15600000,13500000,152671.5167,107690.5527,10700000,1418947.196,125019.0701,131563.7757,9477611.734,9680679.907,169246.3821,116353.1574,10400000,9448400.529,213275.9393,138018.3032,7742853.387999999,6712433.782000001,48436.517960000005,147361.625,4181596.8039999995,3464760.4260000004,134330.9712,107007.76800000001,4952100.176,374464.16299999994,60465.43785,74732.45152999999,2118013.381,1409741.5359999998,66832.93393,136759.7935,2165665.635,1700008.946
3934,301.1792692,5.381142684,19,24,3,0,0,0,0,0,0,0,0,1.263157895,0.157894737,0,0.371428571,8,0.421052632,C19H24O3,1,88953.09115,73181.45452,37481.55363,63437.092370000006,188943.4381,211271.0427,2338558.944,2238546.4869999997,70109.338,50618.879,2898317.502,2114912.333,80916.73984,40158.678,2535734.938,1546174.898,132363.58800000002,370222.4564,2487020.3340000003,3768803.357,182684.7235,327482.5877,7991763.511,4139876.4680000003,368256.1664,379948.573,4353072.161,4475062.692,141970.7461,51441.02868,6808336.431,8960538.402999999,58347.40772999999,261474.687,6217545.721,114298.9907,126829.8004,137522.6939,1509955.823,1702618.592,58922.937439999994,76442.18257,303737.9962,1625749.915
3935,301.2153946,10.39772838,20,28,2,0,0,0,0,0,0,0,0,1.4,0.1,0,0.315789474,7,0.35,C20H28O2,1,424582.4658,501439.7598,342674.3626,488110.5228,688415.4625,1771086.174,7126350.606000001,4290832.844,423869.9392,592479.6292,4909163.555,9994702.991,15200000,2370870.815,7536233.7,3682205.248,67900000,53200000,7335650.397999999,8228636.38,81500000,71500000,10600000,12100000,24900000,18700000,6506462.19,14600000,530897.3449,306643.0463,22600000,36400000,609262.8003,453058.7252,32600000,394511.6861,449563.6391,264235.2824,12200000,7309946.692000001,532438.8329,368484.7543,879006.1927,1343902.126
3937,302.2108554,2.344381256,13,27,3,5,0,0,0,0,0,0,0,2.076923077,0.230769231,0.384615385,0,3,0.230769231,C13H27N5O3,1,0,0,8324.265163,6831.423095,16401.40894,9939.78307,118156.0277,1133077.47,25331.02848,0,80707.86566,727825.234,13548.46804,0,9592447.123,166138.5024,179910.5569,235259.9264,15600000,6688002.664,245373.1159,354052.159,944839.7642,800384.4059,19399.9512,19974.29684,71600000,42500000,0,11623.073190000001,31733.497610000002,33687.24368,0,0,28611.6442,4381.249944,0,0,9542.824004,8621.286764,38097.95921,26323.722530000003,46905.39026,45642.515719999996
3940,303.1383438,3.713337663,18,22,2,0,1,0,0,0,0,0,0,1.222222222,0.111111111,0,0.375,8,0.444444444,C18H22O2S,1,365784.7727,754310.0699,591072.8786,976227.54,4764890.657,5342936.015,5178236.178,4630059.947,12100000,5265417.365,4309438.009,2054066.561,3080811.15,3032969.587,957566.5555,1337057.193,4044499.69,3408244.5560000003,2689254.2010000004,1764302.101,1406223.969,1601261.554,2720519.1780000003,1489246.477,2931163.398,2873635.98,2729279.3010000004,2705312.275,3778501.485,3594626.977,2310816.581,3193195.126,1917539.895,1431985.928,2160129.525,48111.119230000004,5170365.067,2319401.692,5506412.971,6428285.982000001,18300000,18500000,18800000,18700000
3941,303.1581706,8.76044465,18,22,4,0,0,0,0,0,0,0,0,1.222222222,0.222222222,0,0.375,8,0.444444444,C18H22O4,1,960615.9568,669754.2017,831927.9608,903517.4761,2121431.055,7551470.697000001,3481853.5939999996,6956682.757,16400000,1463383.5780000002,3206337.936,4401177.575,794363.9870000001,583939.4919,4573324.773,2556231.08,1223066.264,1089315.574,6155910.568,6990877.768999999,1162532.237,931466.6869,5163020.305,5144165.0430000005,2045331.439,1719966.51,6802266.223999999,7927258.603999999,1613776.583,1801979.0280000002,1629847.59,2166087.116,1114437.308,1138193.003,1102324.9479999999,59955.69272000001,865712.2718,859396.7654,662930.6049,1020520.8929999999,1266769.6609999998,1013550.902,926890.2205,1096744.35
3943,303.2524663,9.619610955,17,34,4,0,0,0,0,0,0,0,0,2,0.235294118,0,0,1,0.058823529,C17H34O4,1,56724.04924,38720.85269,12209.87725,41912.64603,942934.3612,533397.5154,160000000,231000000,571701.6529999999,620501.5503,160000000,229000000,963116.1893,1783705.8869999999,90300000,7035127.569,28200000,5594747.0139999995,150000000,83300000,97500000,67400000,114000000,185000000,3379563.32,1729220.282,111000000,208000000,823161.4845,900778.4625,39500000,81100000,1349158.011,952475.3966,99800000,1874938.6430000002,439419.1683,210394.9455,2801678.8230000003,2902858.852,157331.0218,149868.9008,2102372.003,2751603.3510000003
3944,303.2524625,9.683779986,17,34,4,0,0,0,0,0,0,0,0,2,0.235294118,0,0,1,0.058823529,C17H34O4,1,56724.04924,38720.85269,9839.737618000001,41912.64603,3912837.1319999998,6115994.65,134000000,155000000,571701.6529999999,303083.0453,121000000,88100000,5885284.182,5904420.868,82700000,38200000,36500000,22900000,128000000,76400000,94600000,84800000,104000000,154000000,13200000,10800000,62600000,112000000,398025.0498,429914.0999,58200000,101000000,1163152.062,653576.3691,69700000,7910703.812999999,439419.1683,210394.9455,3069266.055,3611296.631,157331.0218,149868.9008,1351174.716,2696751.485
3949,305.1364774,7.918756519,17,20,5,0,0,0,0,0,0,0,0,1.176470588,0.294117647,0,0.379310345,8,0.470588235,C17H20O5,1,326936.2763,606909.995,720254.5198,442753.8253,977792.6923,1293877.652,21100000,28300000,1433215.131,1625260.5569999998,24500000,27000000,937294.9043,563459.2878,23600000,79600000,909436.8845,1189214.255,19700000,19400000,1240180.938,635928.1751,37800000,29100000,1981006.5019999999,1760422.9540000001,34500000,37600000,742057.9371,1551345.5269999998,4611795.853999999,2929907.789,1509993.31,1254077.68,3002794.703,183336.2687,628690.7876,451793.8463,713135.0918,680742.8935,737483.6908,462451.3178,828424.3462,1408210.6819999998
3950,305.1503539,3.649446239,14,25,5,0,0,1,0,0,0,0,0,1.785714286,0.357142857,0,0,3,0.214285714,C14H25O5P,1,444252.4842,375016.6316,196343.9865,560595.4355,2866408.662,3477985.7810000004,4208280.328,6187614.606000001,4256402.326,4476482.9569999995,3594611.022,4696281.473,1636217.865,789405.2832,2000078.325,1572055.917,1015777.368,879500.6185,5398050.94,1661451.177,657996.4557,554081.116,563144.6676,640035.2945,2488796.184,3998851.3819999998,2272097.703,1049873.676,1024539.9940000001,945726.3069,932385.4658,278982.0715,902028.6804,472749.0126,532023.3342,7875.4708900000005,1181067.223,1365266.41,405702.3945,1136834.918,1642812.875,1247656.975,1096245.523,981933.2508
3951,305.1492507,4.726691238,16,20,4,2,0,0,0,0,0,0,0,1.25,0.25,0.125,0.416666667,8,0.5,C16H20N2O4,1,112205.6642,144510.8645,169878.7284,117707.786,2193331.488,2643758.9390000002,2153067.215,1169212.904,3276912.64,3708259.0510000004,1524252.294,2548114.59,2171282.651,2101406.923,1335472.06,2258621.662,7118282.914,4998232.949,2428376.6119999997,2983384.432,5103396.919,3537152.0130000003,2857830.682,2570264.8019999997,3469550.329,2811358.498,2621595.326,2775518.586,253905.9886,406761.3493,136900.3913,318521.4941,365034.5089,492156.5821,424055.2948,8917.540393000001,201021.6942,204056.497,225939.3679,303926.007,193302.8767,248350.613,304947.1408,392649.1897
3952,305.2103399,8.845442653,19,28,3,0,0,0,0,0,0,0,0,1.473684211,0.157894737,0,0.257142857,6,0.315789474,C19H28O3,1,95226.74565,154864.1944,107430.3104,102105.9895,1226208.5,862642.3854,3153884.686,5273612.2639999995,990801.9736,703278.2265,2864422.337,8152904.2639999995,1248268.094,1410289.9719999998,1813501.9719999998,2218024.756,4375718.52,1883661.279,2770542.7189999996,2144805.952,5268117.183,4645070.438,2738216.941,3390177.6760000004,3826070.6989999996,2077507.914,4123607.5889999997,4918963.032,381050.5385,407437.3785,2815449.543,1202313.1090000002,101031.9874,173741.8085,2359278.379,141211.7023,113798.5935,286502.7561,644006.4356,546139.7214,211154.7994,369504.9666,419000.86600000004,806431.0626
3957,307.084522,0.861332652,8,14,5,6,1,0,0,0,0,0,0,1.75,0.625,0.75,0,5,0.625,C8H14N6O5S,1,82558.86594,92098.27921000001,190884.4365,134379.3727,448991.1713,1175039.3429999999,76600000,92600000,117190.2024,295866.4672,99200000,85800000,1115792.018,728904.0574,148000000,118000000,498785.875,1621989.743,47700000,107000000,3868282.857,3021861.9669999997,127000000,109000000,1972534.4230000002,3335188.8060000003,90500000,166000000,245016.395,278614.8838,371607.4372,1854794.3830000001,305907.5389,188756.6461,606300.135,327483.6154,134209.5616,156133.1474,1001843.662,219977.0832,81237.60371,183673.1298,939156.622,331675.5897
3959,307.1662689,2.551460432,13,26,4,2,1,0,0,0,0,0,0,2,0.307692308,0.153846154,0,2,0.153846154,C13H26N2O4S,0.9997998,72704.83811,78614.90612,43118.22035,96184.86771,46300000,44500000,59800000,52200000,43800000,68300000,71100000,54500000,46400000,42000000,38000000,35700000,72900000,36600000,49600000,37000000,62100000,47000000,76300000,58200000,60000000,40600000,43600000,46600000,8270541.677,6284081.331,6141509.01,4360931.506,5236813.385,9766682.621,6533440.103999999,82862.3995,2788071.086,2669850.137,2831265.716,2709902.7539999997,2631335.913,2839566.042,2489908.192,2589906.615
3963,309.1439357,2.909729408,15,20,5,2,0,0,0,0,0,0,0,1.333333333,0.333333333,0.133333333,0.333333333,7,0.466666667,C15H20N2O5,1,968602.6009999999,1135017.489,1043067.577,890472.1884,1826130.539,1482914.602,2358307.429,2244636.82,23300000,1432322.638,947234.0542,1811800.427,1486822.0180000002,18800000,2122273.8619999997,18800000,26400000,2508530.029,2251954.374,2048266.062,1752125.66,9917400.995,22500000,1305680.848,27200000,20900000,2271072.55,1309115.774,1868883.1930000002,2253554.655,957143.1435,1544234.521,1445193.23,1625330.084,1573049.294,32008.47795,1317582.394,1008426.4890000001,1647927.178,699947.7479,20600000,22700000,1712544.3909999998,1029636.319
3964,309.1439219,4.095855299,15,20,5,2,0,0,0,0,0,0,0,1.333333333,0.333333333,0.133333333,0.333333333,7,0.466666667,C15H20N2O5,1,382796.7,439473.5921,619666.5719,742911.627,846964.8076,642364.9449,937470.7407,29700000,707961.3467,1122852.706,887480.3001,28900000,596023.188,481990.5433,1528665.511,1245715.456,461333.5685,963843.9907,29700000,29200000,1859769.7980000002,546698.4137,637947.1076,786646.8466,1123815.207,653093.7443,4365905.396000001,2840082.725,1061005.419,683212.4231,623495.9133,641292.1,508373.845,684608.6305,672044.5457,12078.40797,754136.0922,514795.3064,572490.3685,724687.1739,734627.1546,744665.46,450175.8442,402842.39
3965,309.20538320000003,7.220594998,18,28,4,0,0,0,0,0,0,0,0,1.555555556,0.222222222,0,0.1875,5,0.277777778,C18H28O4,1,737450.2992,513801.9758,277198.9851,573091.5545,4307497.369,3895391.099,3482741.958,3869921.555,10300000,6037319.783,7354949.651000001,4315628.169,12900000,7708381.823,5191314.57,6440372.017999999,111000000,10700000,8376212.021000001,7822190.217,12500000,21100000,19000000,12700000,7998125.882,8166028.58,13100000,5013324.021000001,1465885.7140000002,789738.7947,817630.7686,1067665.715,1086133.122,5224346.191000001,950776.9245,20697.54896,786352.8836,926384.4179,797672.5047,788871.9449,926809.6329,828095.6409,1031668.0329999999,951972.8758
3966,309.2052865,7.45723604,18,28,4,0,0,0,0,0,0,0,0,1.555555556,0.222222222,0,0.1875,5,0.277777778,C18H28O4,1,800795.0022,303049.0971,425519.81799999997,861546.1179,20300000,18000000,17800000,6941929.115,14800000,44900000,12600000,4601537.976,2740536.7819999997,2984971.955,745278.2569,1186269.8090000001,11500000,5577024.76,3200768.966,1410781.612,6560167.498,4695632.971,4303298.699,3145455.626,4997755.9860000005,3947022.215,3145486.04,1578490.461,3536586.215,1085147.4740000002,841961.3982,734238.3381,981452.8557,1309543.023,648912.3861,21134.45105,918770.1597,808784.9558,1196719.4309999999,1292717.26,1651329.6909999999,994993.3998,826490.4252,1931711.826
3973,311.1621214,8.277544457,14,22,4,4,0,0,0,0,0,0,0,1.571428571,0.285714286,0.285714286,0.25,6,0.428571429,C14H22N4O4,0.9997998,37350.70187,29180.53167,83021.76742,69528.92206,2362314.608,881301.2606,1524825.457,1036752.363,1621486.283,3289054.745,1097929.337,1556550.5690000001,1142182.303,1349386.813,909132.2054,965891.3213,4027374.126,1379062.6819999998,1971139.189,1821988.53,1812552.958,883464.9890000001,776324.1346,1253354.406,3406193.955,2717379.787,1597035.945,520982.8755,428266.3157,288468.2227,418883.4976,440350.5186,389019.3453,582667.2661,468278.6213,26895.06853,224333.1097,303558.4651,288516.9285,279380.63,307694.6545,388837.4322,318642.2606,339338.3588
3974,311.2024018,3.940585615,14,31,5,0,0,1,0,0,0,0,0,2.214285714,0.357142857,0,0,0,0,C14H31O5P,1,218991.3262,37103.05592,185669.1944,241514.6561,1753085.519,1691869.799,2821200.478,1741981.2580000001,3182617.267,3185902.505,1281664.0829999999,1969477.784,733364.1986,636930.3412,272770.851,205163.2635,2524603.9269999997,2016178.1230000001,1195448.045,595002.6742,494882.5951,422041.6109,321562.189,1073921.23,1311184.189,1019559.9940000001,2590305.109,2327927.364,1133665.445,636343.3851,510566.1783,448522.5066,391395.9832,726245.0137,567137.9825,6070.962076,2530894.055,1837298.5580000002,4565092.552,4526669.162,4898117.299,5856478.472,6481331.308999999,6844280.716
3975,311.2574633,9.761785193,19,34,3,0,0,0,0,0,0,0,0,1.789473684,0.157894737,0,0.085714286,3,0.157894737,C19H34O3,1,203222.8906,84967.54145,96593.14487,130304.0076,478900.1803,603587.4728,126000000,136000000,175418.1663,91797.37621,163000000,191000000,412052.7389,779873.3195,197000000,5022603.598999999,5729497.681,3327627.49,172000000,143000000,9348836.472000001,11700000,237000000,209000000,1246035.8090000001,750019.7871,164000000,174000000,58828.744770000005,92378.16137999999,14000000,79100000,108221.2358,221289.6864,84200000,2694665.204,26232.77181,46446.60716,636529.4004,1046760.829,43680.277460000005,36624.677169999995,382976.2722,1912461.491
3976,311.2574965,10.38920171,19,34,3,0,0,0,0,0,0,0,0,1.789473684,0.157894737,0,0.085714286,3,0.157894737,C19H34O3,1,1581221.26,344393.4563,973572.6626,518607.2321,2093145.4209999999,1860352.003,101000000,38000000,270097.6372,356334.7197,30300000,50400000,646927.9337,970057.0814,99800000,31400000,3052796.8789999997,2483498.569,118000000,100000000,7271606.435,4759682.528,169000000,167000000,2645860.831,2032211.122,135000000,141000000,229387.9683,300590.6719,33100000,35800000,338135.6325,342427.7588,40700000,3678683.291,628926.7347,416053.8498,20000000,14500000,344447.9783,251705.2334,12500000,11800000
3977,311.2575026,10.52001247,19,34,3,0,0,0,0,0,0,0,0,1.789473684,0.157894737,0,0.085714286,3,0.157894737,C19H34O3,1,1581221.26,1140050.162,861079.0969,518607.2321,2478300.454,2757194.423,32000000,31000000,355460.7675,174870.3123,4718598.181,25700000,1523301.4980000001,1115044.721,28100000,8110902.52,3342964.811,2062427.888,41900000,20300000,6062715.339,6109902.446,40200000,70600000,1148953.71,1175689.367,36800000,4874258.38,229387.9683,692655.1775,9656749.367,14800000,386092.75200000004,418991.4628,12800000,1192001.0829999999,450452.7953,416053.8498,3171312.9110000003,1949425.8590000002,344447.9783,251705.2334,1134723.476,1631255.654
3978,312.1069972,2.591980259,14,17,7,1,0,0,0,0,0,0,0,1.214285714,0.5,0.071428571,0.315789474,7,0.5,C14H17NO7,1,427420.5899,212186.2764,399473.468,262051.1055,2963367.389,775742.2069,2874984.195,6531224.007,2940068.7460000003,1993119.082,3196278.3910000003,6274120.332,2624880.734,370020.7976,2841177.423,3510005.442,2560506.569,3187783.457,3676310.792,4006414.8880000003,3822801.253,2192610.476,4524830.087,4711545.178,4047488.418,1586340.675,6568519.708,6393461.182,689355.0351,7474814.51,3041592.578,498011.9668,3024436.44,3653223.1689999998,6168342.172,195868.4055,202744.4165,283980.9714,366690.6495,261656.1209,171375.68399999998,675878.9474,114298.9445,856144.6592
